epoch,running_loss,loss,val_loss
0,0.045221757143735886,0.0393926165997982,0.7591359615325928
1,0.02392488718032837,0.030475515872240067,0.6551501154899597
2,0.03383849933743477,0.035871464759111404,0.7069058418273926
3,0.03316622972488403,0.023325515910983086,0.613784670829773
4,0.025070970878005028,0.013989239931106567,0.6407054662704468
5,0.022008530795574188,0.012463157065212727,0.6777173280715942
6,0.015712207183241844,0.012391542084515095,0.7180091738700867
7,0.01248910091817379,0.01120869629085064,0.7084534168243408
8,0.011734728701412678,0.010104305110871792,0.7440024614334106
